Bi214,1377.669,3.985,1377.681->0.0,0.00404,,E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1385.31,0.801,1994.639->609.318,,,D,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1392.5,0.017,2769.91->1377.681,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1401.515,1.333,2010.831->609.318,0.0053,,(M1+E2),"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1407.988,2.388,2017.315->609.318,0.00389,,(E2),"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1419.7,0.005,2694.62->1274.765,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1448.85,0.018,2826.82->1377.681,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1471.1,0.0016,3014.11->1543.370,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1479.19,0.055,2088.44->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1481.3,0.0009,3142.6->1661.282,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1483.5,0.013,2860.93->1377.681,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1509.211,2.127,2118.535->609.318,0.00733,,(M1+E2),"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1515.7,0.018,2893.60->1377.681,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1538.53,0.436,2147.86->609.318,,,D(+Q),"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1543.33,0.309,1543.370->0.0,0.00333,,[E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1583.203,0.708,2192.536->609.318,0.00655,,M1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1594.75,0.273,2204.103->609.318,0.0048,,[M1+E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1594.8,0.005,2869.63->1274.765,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1598.0,0.006,3014.11->1415.498,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1599.56,0.327,2208.69->609.318,,,D+Q,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1636.36,0.0114,3014.11->1377.681,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1637.0,0.007,3053.88->1415.498,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1657.04,0.05,2266.41->609.318,0.0044,,[M1+E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1661.274,1.046,1661.282->0.0,0.00296,,E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1665.86,0.009,2940.67->1274.765,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1676.1,0.002272,3053.88->1377.681,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1684.012,0.218,2293.362->609.318,0.0043,,(M1+E2),"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1711.0,0.0018,2986.22->1274.765,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1717.0,0.0055,3093.48->1377.681,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1729.595,2.87,1729.613->0.0,0.00278,,E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1751.6,0.005,2360.97->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1764.491,15.29,1764.520->0.0,0.00512,,M1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1813.73,0.0109,2423.25->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1819.2,0.001363,3093.48->1274.765,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1838.36,0.35,2447.701->609.318,0.00136,,[E1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1847.433,2.027,1847.446->0.0,0.00253,,[E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1873.16,0.214,2482.460->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1890.3,0.084,1890.306->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1896.05,0.15,2505.34->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1898.68,0.05,2508.12->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1935.58,0.03,2544.92->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,1994.6,0.007,2604.68->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2010.8,0.0441,2010.831->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2021.52,0.0214,2630.84->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2052.96,0.069,2662.33->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2085.19,0.0082,2694.62->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2089.65,0.045,2698.60->609.318,0.00365,,M1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2109.98,0.085,2719.26->609.318,0.0029,,[M1+E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2118.513,1.156,2118.535->0.0,0.00356,,M1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2120.0,0.0068,2728.617->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2148.0,0.0136,2147.86->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2160.4,0.0018,2769.91->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2176.52,0.005,2785.97->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2192.58,0.039,2192.536->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2204.1,4.92,2204.103->0.0,0.00333,,M1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2251.55,0.0055,2860.93->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2260.32,0.0086,2869.63->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2266.52,0.0168,2266.41->0.0,0.002,,[E2],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2270.9,0.00132,2880.36->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2284.33,0.005,2893.60->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2287.65,0.0045,2896.98->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2293.38,0.309,2293.362->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2310.2,0.0014,2919.5->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2312.45,0.0091,2921.89->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2319.3,0.00041,2928.55->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2325.18,0.00168,2934.54->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2331.38,0.023,2940.67->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2348.0,0.00014,2348.3->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2353.5,0.00036,2962.8->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2360.99,0.00164,2360.97->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2369.56,0.0027,2978.93->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2376.89,0.0091,2986.22->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2390.82,0.00159,3000.00->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2405.1,0.00041,3014.11->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2423.32,0.005,2423.25->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2444.7,0.0077,3053.88->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2447.69,1.545,2447.701->0.0,0.00142,,E1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2472.9,0.0023,3081.84->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2482.8,0.002,3093.48->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2482.8,0.001,2482.460->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2505.46,0.0056,2505.34->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2550.6,0.00032,3160.4->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2553.0,9.09e-05,2553.0->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2562.0,0.00018,2562.4->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2564.0,0.00014,3173.3->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2574.2,0.0004998,3183.6->609.318,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2604.5,0.00041,2604.68->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2630.9,0.00086,2630.84->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2662.4,0.00023,2662.33->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2694.66,0.03,2694.62->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2699.21,0.00277,2698.60->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2719.32,0.00177,2719.26->0.0,0.00256,,[M1],"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2769.92,0.0245,2769.91->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2785.93,0.0055,2785.97->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2826.96,0.0024,2826.82->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2861.1,0.00041,2860.93->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2880.35,0.01,2880.36->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2893.59,0.0059,2893.60->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2921.97,0.0136,2921.89->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2928.53,0.00109,2928.55->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2934.54,0.00045,2934.54->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2940.0,0.0036,2940.67->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,2978.94,0.0136,2978.93->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,3000.0,0.0086,3000.00->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,3053.9,0.0209,3053.88->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,3081.79,0.0059,3081.84->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,3094.0,0.00059,3093.48->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,3142.6,0.00123,3142.6->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,3149.0,8.63e-05,3149.2->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,3160.7,0.00055,3160.4->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Bi214,3183.6,0.00136,3183.6->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb212,115.183,0.596448,115.183->0.0,6.8,,M1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=K. Auranen and E.A. McCutchan"
Pb212,176.68,0.05232,415.272->238.632,2.02,,M1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=K. Auranen and E.A. McCutchan"
Pb212,238.632,43.6,238.632->0.0,0.872,,M1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=K. Auranen and E.A. McCutchan"
Pb212,300.087,3.30052,415.272->115.183,0.464,,M1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=K. Auranen and E.A. McCutchan"
Pb212,415.2,0.01308,415.272->0.0,0.192,,(M1),"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=K. Auranen and E.A. McCutchan"
Pb214,53.2256,1.073529,53.2260->0.0,12.2,,M1+E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,196.2,0.068175,258.869->62.68,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,205.68,0.0113625,258.869->53.2260,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,241.995,7.26291,295.2236->53.2260,0.718,,M1+E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,258.86,0.5313105,258.869->0.0,0.696,,M1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,274.8,0.3358755,533.672->258.869,0.59,,M1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,295.224,18.47088,295.2236->0.0,0.438,,M1+E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,305.26,0.031815,838.994->533.672,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,314.32,0.074538,377.03->62.68,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,323.83,0.0286335,377.03->53.2260,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,351.932,35.7237,351.9323->0.0,0.257,,M1+E2,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,462.01,0.2122515,838.994->377.03,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,480.43,0.3367845,533.672->53.2260,0.1303,,M1,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,487.11,0.432684,838.994->351.9323,0.01046,,(E1),"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,511.0,0.0149985,888.03->377.03,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,533.66,0.1804365,533.672->0.0,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,538.43,0.019089,797.30->258.869,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,543.82,0.049995,838.994->295.2236,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
Pb214,580.13,0.3685995,838.994->258.869,0.00732,,(E1),"IAEA-NDS/ENSDF via Live Chart of Nuclides (decay_rads, rad_types=g, поле conversion_coeff); eval=Shaofei Zhu and E. A. McCutchan"
